SMILES,YM,rho,Cp,Td,Tg,Tm,NAME,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds
[*]c1cccc(-c2ccc(-c3ccc(N=Cc4ccc([N+](=O)[O-])cc4)cc3)c(N3C(=O)c4ccc(-c5cccc(-c6cccc7c6C(=O)N([*])C7=O)c5)cc4C3=O)c2)c1,1913.145,1.2969688,1.284567,773.78503,547.708,608.74365,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",742.747,9.0489,130.26,0,7,8
[*]Oc1ccc2c(c1)C(=O)N(c1cc(C3(N4C(=O)c5ccc(-c6ccc([*])cc6)cc5C4=O)CC4CCC3C4)ccc1C)C2=O,2214.6997,1.3193275,1.2822068,807.8095,545.9511,644.47815,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",566.613,5.79182,83.99,0,5,5
[*]CC(c1ccc(-c2c(C)cc(-c3cc(C)c(C(F)(F)F)c(C)c3)cc2C)c([*])c1)(C(F)(F)F)C(F)(F)F,1673.7268,1.3931307,1.3546368,679.34814,488.74564,556.6012,"Polymer derived from aromatic unit, containing no major functional groups",516.447,8.77768,0,0,0,4
[*]C(c1ccc(-c2ccc(Br)cc2-c2ccc(Br)cc2-c2cc(Br)ccc2C([*])(C(F)(F)F)C(F)(F)F)cc1)(C(F)(F)F)C(F)(F)F,1677.8577,1.5516762,1.5841023,747.5031,495.85788,584.2039,"Polymer derived from aromatic unit, containing no major functional groups",841.122,12.7135,0,0,0,5
[*]C(=O)c1ccc(-c2ccc(C(CC(C)C)C(=O)NC(=O)C(CC(C)C)n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,2322.3047,1.2910421,1.2644156,729.3618,523.6167,634.0832,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",605.647,3.6412,141.38,1,9,10
[*]c1ccc(Oc2ccc(-c3ccc(-c4ccc(N5C(=O)C6CCC(C7CCC8C(=O)N([*])C(=O)C8C7)CC6C5=O)cc4Cl)c(Cl)c3)cc2Cl)c2ccccc12,1951.7859,1.2559804,1.2518928,690.89557,505.40393,598.3481,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",776.116,9.8722,83.99,0,5,6
[*]CN1C(=O)c2ccc(-c3cccc(CC(=O)N4C(=O)c5ccc(NC([*])=O)cc5C4=O)c3)cc2C1=O,2256.237,1.3371105,1.3032676,687.36487,512.9684,570.5287,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",465.421,2.9029,120.93,1,6,5
[*]C1C(=O)N(C2CC(=O)N(c3ccc(C4CC(=O)N(C(=O)c5ccc([N+](=O)[O-])cc5)C4=O)cc3C)C2=O)C(=O)C1[*],1963.561,1.3008269,1.2579072,589.7486,443.103,491.36703,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",530.449,1.26242,172.35,0,9,5
[*]C(=O)c1ccc(-c2ccc3nc(-c4ccc5c(c4)C(=O)N(c4ccc(-c6ccc7nc([*])oc(=O)c7c6)cc4)C5=O)oc(=O)c3c2)s1,2223.365,1.4017719,1.116156,715.0324,586.14667,679.55817,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",621.586,5.4166,140.65,0,10,5
[*]c1ccc(C(F)(F)F)c(-c2ccc(-c3ccc(-c4cc(-n5c(=O)c6cc7oc8cc9c(cc8oc7cc6c5=O)C5(CC(C)(C)c6cc7oc8cc%10c(=O)n([*])c(=O)c%10cc8oc7cc65)CC9(C)C)ccc4C)cc3)cc2)c1,2061.1343,1.269038,1.1360081,742.629,523.08325,615.5546,"Polymer derived from aromatic unit, containing no major functional groups",1011.021,13.47472,130.7,0,10,4
[*]NC1CC(C)(C)CC(C)(c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6cc7c(cc6Cl)C(=O)N(C([*])=O)C7=O)cc5C)cc4C)s3)cc2C)C1,2290.4146,1.213566,1.1820747,723.7175,522.4356,598.61163,"Polyamide derived from carbonyl-containing unit, containing amide, ketone",699.316,11.15036,66.48,1,5,6
[*]Nc1ccc(-c2cccc(-c3cc(C(C)CCCC(C)C)c(O[*])cc3C(C)CCCC(C)C)c2)cc1,1478.2517,1.0000886,1.293147,620.32477,410.48294,502.83954,"Polymer derived from aromatic unit, containing no major functional groups",483.74,10.5995,21.26,1,2,14
[*]C(=O)Nc1ccc(-c2cc(N3C(=O)c4ccc([*])cc4C3=O)nc3ccc(-c4ccccc4)cc23)cc1,2505.3987,1.3357439,1.1291362,805.4209,593.37665,763.9959,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",467.484,5.6252,79.37,1,4,4
[*]c1ccc(-c2ccc(-c3ccc(C4CCC(CCCCCCCCCCCC)(c5ccc([*])cc5C)CC4)s3)cc2)cc1,1463.4006,1.1648161,1.3006896,665.53796,393.06705,494.0374,"Polymer derived from aromatic unit, containing no major functional groups",574.918,11.64632,0,0,1,15
[*]c1ccc(Nc2ccc3nc(-c4cc(-c5ccc(C#N)cc5)ccc4-c4ccc(C#N)cc4)c([*])nc3c2)cc1,2609.4226,1.3125386,1.2037833,778.36163,580.49634,696.2142,"Polymer derived from aromatic unit, containing no major functional groups",497.561,6.46696,85.39,1,5,5
[*]c1cc2cc(-c3ccc(N=Nc4ccc(C#N)cc4)cc3)c(=O)oc2cc1Sc1cc2cc(-c3ccc4ccc(=O)oc4c3)c(=O)oc2cc1-c1ccc2c(c1)C(=O)N([*])C2=O,1672.75,1.2878244,1.071929,670.323,460.41077,539.5207,"Polyamide derived from aromatic unit, containing amide, ketone",814.791,9.67998,176.52,0,12,7
[*]CCc1c(C2CCC(C)(c3c(-c4cc(C)c(-c5cc(C[*])[nH]n5)c(C)c4)ccc4ccccc34)CC2)ccc2ccccc12,1710.7604,1.1504686,1.1161377,696.41364,457.831,541.7935,"Polymer derived from organic repeating unit, containing no major functional groups",560.785,10.84184,28.68,1,1,7
[*]Oc1ccc(-c2ccc(-c3ccc(Oc4ccc([*])c(Cl)c4)cc3Cl)cc2)cc1Cl,1994.1926,1.3754824,1.1545433,749.0292,481.8116,590.62756,"Polymer derived from aromatic unit, containing no major functional groups",439.725,7.7908,18.46,0,2,5
[*]CNc1ccc(-c2ccc(-c3ccc(-c4ccc(C(=O)C[*])cc4)cc3)c(C)c2)s1,2584.1963,1.2719299,1.1079029,682.4404,509.70786,671.22327,"Polymer derived from aromatic unit, containing ketone",395.527,7.12652,29.1,1,3,7
[*]c1nc2ccccc2nc1-c1cc(C=Nc2cc(C)c(N3C(=O)c4ccc5c6ccc7c8c(ccc(c9ccc(c4c59)C3=O)c86)C(=O)N([*])C7=O)cc2C)ccc1-c1cccc(NCC)c1,1980.7216,1.1282345,1.1581175,660.4577,513.50977,577.84375,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",842.915,10.84914,124.93,1,8,7
[*]c1ccc2c(c1)C(=O)N(c1cccc3c(Nc4ccc(-c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C)c(C)c4)cccc13)C2=O,1908.2932,1.4016328,1.4075843,774.51965,545.32043,634.13477,"Polyamide derived from aromatic unit, containing amide, ketone",616.561,8.71164,49.41,1,3,5
[*]CC1CCC(C(C)(C)N2C(=O)C(C[*])C(OC3CCC(CCC)CC3)C2=O)CC1,1637.2216,1.0665058,1.2915626,645.9918,449.2088,543.82043,"Polymer derived from carbonyl-containing unit, containing ketone",389.58,5.2357,46.61,0,3,8
[*]Oc1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c([*])s4)c(C)c3)cc2)cc1C,2110.7302,1.3077289,1.2300301,639.22943,434.51495,535.6841,"Polymer derived from aromatic unit, containing no major functional groups",430.572,8.05064,9.23,0,2,5
[*]CC([*])CCc1cccc(Cc2ccc(-c3cccc(Oc4ccccc4C)c3)cc2)c1,2442.9097,1.1951473,1.4522477,733.62787,412.88748,523.59534,"Polymer derived from organic repeating unit, containing no major functional groups",404.553,8.28312,9.23,0,1,9
[*]Nc1cccc(N2C(=O)c3ccc(-c4cc(C)c(-c5cc(C)c(Nc6ccc([*])cc6)cc5C)cc4C)cc3C2=O)c1,1978.2969,1.2491866,1.2756516,707.82117,533.3265,591.5419,"Polymer derived from aromatic unit, containing no major functional groups",535.647,7.84928,61.44,2,4,6
[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc(-c5cccc(-n6c([*])nc7ccccc76)c5)cc4)cc3C2=O)cc1,2164.18,1.327188,1.3184674,800.0934,565.0177,679.99854,"Polymer derived from aromatic unit, containing no major functional groups",505.533,6.1778,64.43,0,5,5
[*]c1ccc2c(c1)C(=O)N(c1ccc(Br)cc1-c1ccc(Br)cc1N1C(=O)c3ccc(C(N4C(=O)c5ccc([*])cc5C4=O)(C(F)(F)F)C(F)(F)F)cc3C1=O)C2=O,2505.261,1.4866163,1.4778544,786.96936,560.7844,650.18567,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",895.36,7.4451,112.14,0,6,5
[*]c1ccc(-c2ccc3c(c2)C(=O)N(c2c(F)c(F)c(N4C(=O)CCC45CCC(=O)N5Cc4cccc([*])c4)c(F)c2F)C3=O)cc1,2137.9905,1.4047779,1.3729224,726.2206,562.22156,649.4461,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",611.551,4.7055,78,0,4,5
[*]Nc1ccccc1-c1cccc(-c2ccc(C=Nc3ccc(-c4cccc(-c5ccccc5O[*])c4)c(F)c3)cc2)c1,2121.905,1.2172062,1.2457428,776.3263,490.02264,570.69525,"Polymer derived from aromatic unit, containing no major functional groups",532.618,9.9636,33.62,1,3,8
[*]NC(=O)CCCCCCCCCCCCCCC(=O)N1C(=O)c2ccc(Oc3c(C)cc(-c4ccc(OC([*])=O)cc4)c(Br)c3C)cc2C1=O,2136.1123,1.2497703,1.342576,669.7985,484.84937,604.244,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",731.684,9.73784,119.08,1,7,19
[*]Nc1ccc(Nc2nnc(-c3ccc(NC(=O)CCCCCCCCC([*])=O)nc3)o2)cc1,1784.651,1.2456445,1.2998195,644.2684,395.58377,525.54974,"Polyamide derived from aromatic unit, containing amide, ketone",434.5,4.8866,122.04,3,8,14
[*]CCCCCNc1cccc(-c2ccc(-c3ccc(C)cc3)c(-c3ccc(C(=O)NCCC[*])c4nsnc34)c2)c1,2459.1548,1.2364857,1.2761499,682.2884,486.4792,574.8315,"Polyamide derived from aromatic unit, containing amide, ketone",546.74,8.63802,66.91,2,5,13
[*]COc1cc(C)c(N2C(=O)c3ccc(-c4cccc(Cc5ccc(C(=S)C[*])cc5)c4)cc3C2=O)c(C)c1,1800.3381,1.2522904,1.3547884,774.6475,499.21503,594.06274,"Polymer derived from aromatic unit, containing no major functional groups",503.623,6.93304,46.61,0,4,8
[*]c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc4cc(-c5ccccc5N5C(=O)c6ccc([*])cc6C5=O)ccc4c3)c1)C2=O,2357.419,1.372766,1.439913,796.59827,528.3051,620.3652,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",584.587,6.2495,83.99,0,5,5
[*]CCCC(=S)Nc1ccccc1C(=O)c1ccc(NCC[*])cc1,1983.6719,1.2010852,1.2830877,612.5764,431.11093,559.7446,"Polymer derived from aromatic unit, containing no major functional groups",324.449,4.7842,41.13,2,3,9
[*]Nc1ccc(C(=O)/C=C\NCc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2-c2ccc(N[*])cc2)cc1,2438.1606,1.2967342,1.22416,697.2761,470.39697,605.69354,"Polymer derived from aromatic unit, containing no major functional groups",462.509,6.1674,96.3,3,6,10
[*]CC(CCC)Oc1ccc(-c2c(C)cc(-c3c(C)cc(-c4cc(C)c([*])c(C)c4Br)c(Br)c3C)c(Br)c2C)cc1,1545.7688,1.3052319,1.4093118,606.1502,525.12366,576.3359,"Polymer derived from aromatic unit, containing no major functional groups",711.376,11.51532,9.23,0,1,8
[*]CCCC(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCC)c(CCC[*])c1)C2=O,1249.4706,1.2672389,1.2803775,696.7513,408.6128,529.0482,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",377.44,4.7166,63.68,0,4,10
[*]Cc1ccc(N2C(=O)c3ccc(-c4cccc(N5C(=O)c6ccc(-c7ccc(CC(C)(C)CC(C)C[*])cc7)cc6C5=O)c4C#N)cc3C2=O)cc1,2045.4146,1.2629906,1.2551626,783.3796,558.3293,642.8683,"Polyimide derived from aromatic diacid-derived unit, containing imide",669.781,9.10528,98.55,0,5,10
[*]c1cccc(Oc2ccc3c(c2)C(=O)N(c2ccc(-c4ccc5[nH]c(-c6nc7cc([*])ccc7[nH]6)nc5c4)cc2)C3=O)c1,2439.3467,1.3034236,1.1801631,733.90814,545.92926,614.2789,"Polyamide derived from aromatic unit, containing amide, ketone",545.558,5.7153,103.97,2,5,5
[*]c1ccc2c(c1)C(=O)N(CN1C(=O)c3ccc(SC(=O)c4cccc(-c5nnc([*])o5)c4)cc3C1=O)C2=O,2093.791,1.3577116,1.2791033,754.21136,543.35614,639.3534,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",508.471,1.868,130.75,0,9,5
[*]Cc1ccc(O[*])cc1N(C)Cc1ccccc1,1728.5842,1.2643516,1.4266863,595.4742,365.8512,488.978,"Polymer derived from aromatic unit, containing no major functional groups",225.291,3.2154,12.47,0,2,5
[*]c1nc2ccc(Nc3ccc4ccc(Nc5ccc6ccc(-c7nc8cc9sc([*])nc9cc8s7)cc6c5)cc4c3)cc2o1,2133.9849,1.2702682,1.1834334,778.8816,520.037,610.0216,"Polymer derived from organic repeating unit, containing no major functional groups",589.705,8.857,75.87,2,8,5
[*]C(=O)c1ccc2[nH]c(N3C(=O)c4ccc(-c5ccc6[nH]c(-c7ccc(-c8ccc9c(c8)C(=O)N(C([*])=O)C9=O)cc7)nc6c5)cc4C3=O)nc2c1,2468.981,1.3180939,1.2287326,773.0894,614.47095,704.01294,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",654.598,6.1956,166.26,2,8,5
[*]Oc1cc(N=Nc2ccc(-c3ccc(F)cc3)cc2)ccc1C([*])(c1ccc(N=Nc2ccc(N(C)C)cc2)cc1-c1ccc([N+](=O)[O-])cc1)C(F)(F)F,2258.8582,1.2721596,1.1986439,662.5087,449.70938,546.4905,"Polymer derived from aromatic unit, containing no major functional groups",716.695,12.163,105.05,0,8,11
[*]Nc1ccc(C(=O)c2ccc(N=Nc3ccc(S(=O)(=O)CCNc4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2)cc1C([*])=O,2133.5278,1.3422956,1.3398942,668.4923,513.9786,607.708,"Polysulfone derived from aromatic unit, containing sulfone",650.738,6.6173,151.2,2,10,13
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(-c6ccc([*])o6)cc5C4=O)c(C)c3)c(C)c1)C2=O,1795.8798,1.3119227,1.179579,770.869,577.31226,696.48987,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",536.543,5.18084,87.9,0,5,4
[*]Oc1ccc(NC2CC2(C)c2cccc3ccc(-c4ccc([*])cc4)cc23)cc1,2124.2327,1.195502,1.186869,673.93475,465.78638,580.69025,"Polymer derived from aromatic unit, containing no major functional groups",363.46,5.6666,21.26,1,2,5
[*]Oc1cc(C)ccc1-c1ccc(C)cc1-c1ccc2c(c1)C(=O)N(c1ccc(-c3ccccc3)cc1[*])C2=O,1870.456,1.2539432,1.277826,733.3555,505.08936,572.4,"Polyamide derived from aromatic unit, containing amide, ketone",493.562,7.12274,46.61,0,3,5
[*]c1ccc(C=Nc2ccc(N(C)c3cc(-c4ccc(-c5ccccc5)c([*])c4)ccc3-c3ccccc3)cc2)cc1,2085.1072,1.3364732,1.2914596,690.95233,485.47443,573.00275,"Polymer derived from aromatic unit, containing no major functional groups",512.656,8.5553,15.6,0,2,7
[*]OS(=O)(=O)c1ccc(-c2ccc(O)c(Oc3ccc(O)c(-c4nnc([*])c(-c5ccccc5)n4)c3)c2)cc1,1944.2906,1.4646841,1.6197058,611.43427,470.46155,525.28186,"Polysulfone derived from aromatic unit, containing sulfone",511.515,4.4203,131.73,2,9,7
[*]CCCC(=O)Nc1ccc(Cc2ccc(CCC[*])c(C)c2)cc1C,1638.7332,1.1562712,1.3352463,622.7771,402.69473,512.6389,"Polyamide derived from aromatic unit, containing amide, ketone",321.464,5.48074,29.1,1,1,9
[*]S(=O)(=O)Nc1ccc(N2C(=O)c3ccc(-c4cc(C)c(-c5ccc6c(c5)C(=O)N(c5ccc(S([*])(=O)=O)cc5)C6=O)c(C)c4)cc3C2=O)cc1,1640.5787,1.3327602,1.1981761,742.46356,559.8123,631.4855,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone, sulfone",689.727,5.68264,155.07,1,8,7
[*]c1ccc(-c2ccc([*])cc2-c2cc(CCCCCCCCC)cc(-c3ccccc3)c2)c(-c2ccccc2)c1,1594.1108,1.2226349,1.2878894,686.0431,423.63083,511.7961,"Polymer derived from aromatic unit, containing no major functional groups",506.733,9.9969,0,0,0,12
[*]CN1C(=O)c2cccc(-c3c(C)cc(-c4ccc5nc(-c6cc(C)c(-c7ccc8nc([*])[nH]c8c7)c(C)c6)[nH]c5c4)cc3C)c2C1=O,1885.5138,1.248587,1.258839,794.12476,542.16797,617.80914,"Polymer derived from carbonyl-containing unit, containing no major functional groups",599.694,7.61828,94.74,2,4,5
[*]OCOC(=O)c1cccc(-c2ccc(S(=O)(=O)c3ccc(C4CC(=O)N(c5ccc([*])cc5)C4=O)cc3)cc2)c1,1972.8511,1.3160646,1.2340723,688.498,497.14188,592.30786,"Polysulfone derived from aromatic diacid-derived unit, containing amide, ether, ketone, sulfone",539.565,4.0033,107.05,0,7,8
[*]CCCN1C(=O)c2ccc(N3C(=O)c4ccc(-c5cc(Br)c(-c6ccc7c(c6)C(=O)N(c6ccc8c(c6)C(=O)N(C(=O)CC[*])C8=O)C7=O)c(Br)c5)cc4C3=O)cc2C1=O,2174.0667,1.4341464,1.4594347,746.93353,575.755,640.7319,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",912.503,7.5808,166.59,0,9,9
[*]Sc1cccc(-c2ccc(N=Cc3ccc(-c4ccc(N=Cc5ccc(-c6ccc(C=Nc7ccc(-c8ccc(-c9ccc(S(=O)(=O)c%10ccc([*])cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)c1,2178.5027,1.266852,1.2824489,715.3737,489.449,579.2565,"Polysulfone derived from aromatic unit, containing sulfone",938.19,15.8372,71.22,0,6,14
[*]C(=O)c1ccc(-c2cccc(-c3nc4cc(-c5ccc6c(c5)C(=O)N([*])C6=O)ccc4o3)c2)nc1,2160.3896,1.36317,1.2542753,759.0787,557.69745,648.7404,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",443.418,4.9736,93.37,0,6,4
[*]Cc1nc2cc(N(c3ccc(N=Nc4ccc([N+](=O)[O-])cc4)cc3)c3ccc(C)c(C(=O)N[*])c3)ccc2[nH]1,2305.2666,1.3114461,1.1901386,684.5701,497.16003,576.1407,"Polyamide derived from carbonyl-containing unit, containing amide, ketone",503.522,6.90812,128.88,2,7,8
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3cc(C(C)(C)C)ccc3N3C(=O)c4ccc([*])cc4C3=O)c(C(F)(F)F)c1)C2=O,2339.1836,1.3917608,1.3130273,851.8013,575.40894,692.77014,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",566.535,5.6203,74.76,0,4,3
[*]c1ccc(-c2ccc(S(=O)(=O)c3ccc(-c4ccc5nc(-c6cccc(N7C(=O)c8ccc(-c9ccc([N+](=O)[O-])cc9)cc8C7=O)c6)c([*])nc5c4)cc3)cc2)cc1,2275.9229,1.3034936,1.2461953,743.9426,524.8285,590.8371,"Polysulfone derived from aromatic unit, containing sulfone",762.803,8.1886,140.44,0,8,8
[*]SC(=NC)Sc1ccc(-c2ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)cc3)s2)cc1,2380.4937,1.3073487,1.3437073,696.34625,530.70044,638.02686,"Polymer derived from aromatic unit, containing no major functional groups",554.718,7.5065,66.81,0,7,6
[*]CCOc1ccccc1-c1ccccc1C1CCCN1C[*],1389.5902,1.2032216,1.3651094,630.9558,386.4139,427.06702,"Polymer derived from aromatic unit, containing no major functional groups",279.383,4.3437,12.47,0,2,6
[*]c1ccc(-c2ccc(-c3ccc(-c4ccc(S(=O)(=O)c5ccc(-c6ccc(-c7ccc(N8C(=O)c9ccc(S(=O)(=O)c%10ccc%11c(c%10)C(=O)N([*])C%11=O)cc9C8=O)c(C)c7)cc6)cc5)cc4)cc3)c(C)c2)cc1,1948.1727,1.3083261,1.3133571,740.62714,544.43604,645.3408,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone, sulfone",979.104,11.33954,143.04,0,8,10
[*]CC(CCC)NCCNCN1C(=O)c2ccc([*])cc2C1=O,2061.6462,1.24475,1.3559502,651.3558,404.24722,559.4743,"Polymer derived from carbonyl-containing unit, containing no major functional groups",287.363,0.7302,61.44,2,4,9
[*]Oc1ccc(N2C(=O)c3ccc(N4C(=O)c5ccc(-c6ccc(Oc7ccc8[nH]c([*])nc8c7)c(Br)c6)cc5C4=O)cc3C2=O)cc1Br,2247.403,1.4742453,1.5147884,788.6643,558.48267,679.3114,"Polyimide derived from aromatic diacid-derived unit, containing imide",748.343,7.1661,121.9,1,7,6
[*]C(=O)NNC(=O)c1ccc(N2C(=O)c3ccc(-c4ccc(-c5ccc(C([*])=O)cc5)c(O)c4)cc3C2=O)cc1O,1861.5101,1.3504531,1.1594557,658.078,561.9628,609.34564,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",519.469,3.8256,153.11,4,7,5
[*]c1ccc(C2CCN(c3ccc4c(c3)C(=O)N(c3c(-c5cc([*])[nH]n5)ccc5ccccc35)C4=O)CC2)cc1,1946.3737,1.2986853,1.1143622,710.9988,515.21515,590.46735,"Polyamide derived from aromatic unit, containing amide, ketone",496.57,4.7637,69.3,1,4,4
[*]Nc1ccc(-c2ccc3cc(C(=O)/C=C\Nc4ccc([*])cc4C(=O)/C=C\NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc3c2)cc1,1809.753,1.4326934,1.2206074,631.86884,421.95868,536.11035,"Polyimide derived from aromatic unit, containing amide, imide, ketone",727.53,8.2822,87.3,3,5,13
[*]c1ccc(Sc2nc3ccc(-c4ccc5c(c4)C(=O)N(c4nc6ccc(-c7ccc(S([*])(=O)=O)cc7)cc6o4)C5=O)cc3o2)cc1,1763.1342,1.3027756,1.1029053,757.9251,527.3836,624.8932,"Polyamide derived from aromatic unit, containing amide, ketone",627.659,6.6674,123.58,0,9,6
[*]c1ccc(-c2ccc(-c3cccc(-c4ccc([*])s4)c3)c(N3C(=O)c4ccc(OC)cc4C3=O)c2)cc1,2319.136,1.346094,1.3805034,811.9574,518.66327,615.7378,"Polymer derived from aromatic unit, containing no major functional groups",485.564,5.9075,46.61,0,4,5
[*]Cc1ccc(-c2ccc(-c3cc(CCCCCCCCCC)c(C=[*])cc3-c3ccc(CCCCCCCCCC)cc3)cc2)cc1,889.9963,1.0775111,1.262933,620.9944,325.7299,441.4885,"Polymer derived from aromatic unit, containing no major functional groups",611.978,13.8029,0,0,0,23
[*]c1cccc(-c2cccc(-c3nc4ccccc4n3-c3ccc(S(=O)(=O)c4ccc(-c5c(C)cc(-c6ccc7c(c6)C(=O)N([*])C7=O)c(Br)c5C)cc4)cc3)c2)c1,1779.6979,1.3033692,1.3367287,741.10724,534.8097,598.8639,"Polysulfone derived from aromatic unit, containing amide, ketone, sulfone",812.745,10.14054,89.34,0,6,7
[*]c1ccc(-c2c(-c3ccc(-c4ccccc4)cc3C)ccc(-c3ccccc3)c2-c2nnc([*])o2)cc1,1888.835,1.322432,1.190467,758.07825,555.70795,692.0526,"Polymer derived from aromatic unit, containing no major functional groups",462.552,7.06222,38.92,0,3,5
[*]c1ccc(Oc2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(C5([*])OC(=O)c6ccccc65)cc3)C4=O)cc2)s1,2341.557,1.3867875,1.302597,788.2569,611.948,698.7007,"Polyamide derived from aromatic unit, containing amide, ketone",527.557,6.1034,72.91,0,6,5
[*]C(=O)c1ccc(-c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc5c(c4)C(=O)N(c4ccc([*])s4)C5=O)c(F)c2)C3=O)cc1,2679.5151,1.3874941,1.2644941,775.71594,597.7516,698.7395,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",570.557,5.6865,91.83,0,6,5
[*]c1ccc2c(c1)C(=O)N(C1(C)CC(c3ccc(-c4ccccc4)cc3-c3ccc(C([*])(C(F)(F)F)C(F)(F)F)cc3)CC(C)(C)C1)C2=O,2075.7693,1.3167448,1.3006499,759.3293,527.5843,617.5115,"Polyamide derived from aromatic unit, containing amide, ketone",647.659,9.413,37.38,0,2,5
[*]c1ccc2c(c1)Oc1cc(Nc3ccc(C4(C)CC(C)(C)c5ccc(-c6ccc7nc(Oc8ccc9c(c8)Oc8cc([*])ccc8C9(C)C)cnc7c6)cc54)cc3)ccc1C2(C)C,2266.8516,1.1682752,1.1801816,704.2081,519.8597,600.41174,"Polymer derived from aromatic unit, containing no major functional groups",810.01,13.0324,65.5,1,6,6
[*]c1cccc(S(=O)(=O)c2cccc(Nc3ccc(N4C(=O)c5ccc(-c6ccc(-c7cccc(S(=O)(=O)c8cccc([*])c8)c7)cc6)cc5C4=O)cc3)c2)c1,2006.1196,1.3735336,1.2063054,766.03516,538.82227,613.87933,"Polysulfone derived from aromatic unit, containing sulfone",744.85,7.5796,117.69,1,7,9
[*]C(=O)C(CC)C(CC)C(=O)Oc1ccc(Oc2cccc(N3C(=O)c4ccc([*])cc4C3=O)c2)cc1,2464.902,1.3190467,1.2669201,667.8321,482.6004,610.60846,"Polyester derived from aromatic diacid-derived unit, containing ester, ketone",469.493,4.4878,89.98,0,6,9
[*]c1cc(-c2ccc(-c3cc(OCC)ccc3CCCCCCBr)cc2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c([*])s1,1234.3954,1.3998791,1.3499217,633.2925,346.47754,454.61462,"Polymer derived from aromatic unit, containing no major functional groups",809.473,11.1584,9.23,0,2,16
[*]c1ccc(NC(=O)Sc2ccc(SC(=O)Oc3ccc([*])cc3)cc2)cc1,2399.283,1.2826931,1.1153576,668.5244,462.5752,602.3618,"Polyimide derived from aromatic diacid-derived unit, containing amide, ester, imide, ketone",379.462,4.6511,55.4,1,5,4
[*]Oc1ccc(N2C(=O)c3c(F)c(F)c(N4C(=O)c5ccc(-c6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6C)cc5C4=O)c(F)c3C2=O)cc1,2103.492,1.3935745,1.2843649,756.1935,607.86865,691.0911,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",671.543,6.25092,121.37,0,7,5
[*]OCCCCCNc1cccc(Oc2ccc([*])c(C)c2)c1,1704.2308,1.1735673,1.4851221,673.5139,350.7524,445.71823,"Polymer derived from aromatic unit, containing no major functional groups",283.371,4.02502,30.49,1,3,9
[*]Oc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc([*])c5C#N)s4)s3)s2)s1,1854.3151,1.2936649,1.2599708,657.55927,429.9964,530.5656,"Polymer derived from aromatic unit, containing no major functional groups",445.615,7.48998,33.02,0,6,5
